name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s) [31 Oct 2013 u32 n]
pidigits,Pascal Free Pascal,2,2000,785,0.128,0,0,0% 0% 0% 93%,0.13
pidigits,Pascal Free Pascal,2,6000,785,1.280,592,0,0% 1% 0% 100%,1.285
pidigits,Pascal Free Pascal,2,10000,785,3.756,856,0,1% 2% 0% 100%,3.76
pidigits,C# Mono,3,2000,1026,0.216,288,0,0% 0% 9% 100%,0.22
pidigits,C# Mono,3,6000,1026,1.416,15092,0,0% 1% 1% 100%,1.421
pidigits,C# Mono,3,10000,1026,3.944,15364,0,0% 1% 0% 100%,3.944
pidigits,Smalltalk VisualWorks,4,2000,652,0.996,21952,0,4% 0% 0% 96%,1.038
pidigits,Smalltalk VisualWorks,4,6000,652,9.405,22480,0,1% 1% 0% 100%,9.427
pidigits,Smalltalk VisualWorks,4,10000,652,27.282,177184,0,0% 0% 0% 100%,27.304
pidigits,PHP,5,2000,394,0.132,0,0,0% 0% 0% 100%,0.136
pidigits,PHP,5,6000,394,0.996,3152,0,0% 1% 1% 99%,1
pidigits,PHP,5,10000,394,2.776,3588,0,0% 0% 1% 100%,2.782
pidigits,Python 3,2,2000,255,0.168,0,0,0% 0% 0% 100%,0.173
pidigits,Python 3,2,6000,255,1.092,5152,0,2% 0% 1% 100%,1.094
pidigits,Python 3,2,10000,255,3.056,5408,0,1% 0% 1% 100%,3.059
pidigits,OCaml,1,2000,560,0.136,0,0,0% 0% 0% 100%,0.14
pidigits,OCaml,1,6000,560,1.316,3584,0,0% 0% 2% 99%,1.321
pidigits,OCaml,1,10000,560,3.804,5700,0,1% 0% 1% 100%,3.81
pidigits,Dart,1,2000,359,0.980,38412,0,1% 0% 1% 99%,0.994
pidigits,Dart,1,6000,359,9.044,38416,0,3% 1% 0% 100%,9.06
pidigits,Dart,1,10000,359,26.200,38424,0,1% 0% 0% 100%,26.244
pidigits,C gcc,1,2000,448,0.084,0,0,0% 0% 0% 100%,0.088
pidigits,C gcc,1,6000,448,0.856,600,0,2% 1% 0% 100%,0.854
pidigits,C gcc,1,10000,448,2.488,868,0,2% 0% 0% 100%,2.493
pidigits,F# Mono,3,2000,903,0.228,288,0,0% 0% 9% 96%,0.23
pidigits,F# Mono,3,6000,903,1.428,15608,0,1% 1% 1% 100%,1.432
pidigits,F# Mono,3,10000,903,3.952,16136,0,0% 1% 1% 100%,3.955
pidigits,Perl,4,2000,261,0.484,2756,0,2% 0% 4% 100%,0.49
pidigits,Perl,4,6000,261,2.228,3080,0,0% 0% 1% 100%,2.232
pidigits,Perl,4,10000,261,5.232,3296,0,1% 0% 0% 100%,5.237
pidigits,Ruby 2.0,4,2000,240,0.716,9292,0,1% 0% 1% 100%,0.72
pidigits,Ruby 2.0,4,6000,240,6.672,10600,0,0% 0% 0% 100%,6.69
pidigits,Ruby 2.0,4,10000,240,19.368,13052,0,0% 0% 0% 100%,19.399
pidigits,Ruby JRuby,4,2000,240,4.960,385908,0,0% 0% 0% 100%,4.979
pidigits,Ruby JRuby,4,6000,240,12.340,578712,0,0% 0% 1% 100%,12.372
pidigits,Ruby JRuby,4,10000,240,24.784,582780,0,1% 0% 0% 100%,24.837
pidigits,Scala,4,2000,1125,0.704,21764,0,0% 1% 0% 99%,0.73
pidigits,Scala,4,6000,1125,2.148,35044,0,0% 0% 0% 100%,2.153
pidigits,Scala,4,10000,1125,4.536,42940,0,0% 0% 0% 100%,4.543
pidigits,Erlang HiPE,2,2000,512,1.012,8616,0,0% 1% 0% 100%,1.019
pidigits,Erlang HiPE,2,6000,512,7.944,13020,0,0% 0% 0% 100%,7.958
pidigits,Erlang HiPE,2,10000,512,23.225,15100,0,0% 0% 0% 100%,23.256
pidigits,Racket,2,2000,1122,0.312,14536,0,0% 0% 2% 98%,0.456
pidigits,Racket,2,6000,1122,1.212,17764,0,0% 0% 2% 100%,1.217
pidigits,Racket,2,10000,1122,3.056,18056,0,0% 1% 1% 100%,3.062
pidigits,ATS,2,2000,942,0.096,0,0,9% 0% 0% 100%,0.101
pidigits,ATS,2,6000,942,0.936,596,0,0% 2% 1% 100%,0.938
pidigits,ATS,2,10000,942,2.728,860,0,0% 1% 0% 100%,2.734
pidigits,C++ g++,3,2000,682,0.092,0,0,0% 0% 0% 100%,0.095
pidigits,C++ g++,3,6000,682,0.912,1196,0,1% 2% 2% 100%,0.916
pidigits,C++ g++,3,10000,682,2.676,1464,0,1% 1% 0% 100%,2.68
pidigits,Java 7,2,2000,938,0.252,248,0,0% 0% 4% 100%,0.256
pidigits,Java 7,2,6000,938,1.528,15944,0,0% 1% 1% 100%,1.532
pidigits,Java 7,2,10000,938,4.060,16852,0,0% 0% 1% 100%,4.063
pidigits,Clojure,4,2000,1794,11.924,209524,0,0% 0% 0% 100%,11.947
pidigits,Clojure,4,6000,1794,14.372,331160,0,0% 0% 0% 100%,14.39
pidigits,Clojure,4,10000,1794,17.980,405568,0,0% 0% 0% 100%,18.002
pidigits,Fortran Intel,2,2000,934,0.092,0,0,9% 0% 0% 100%,0.096
pidigits,Fortran Intel,2,6000,934,0.928,948,0,0% 1% 1% 100%,0.934
pidigits,Fortran Intel,2,10000,934,2.736,1476,0,0% 1% 1% 100%,2.741
pidigits,Haskell GHC,4,2000,341,0.116,0,0,0% 0% 8% 100%,0.118
pidigits,Haskell GHC,4,6000,341,1.040,4224,0,1% 2% 1% 100%,1.044
pidigits,Haskell GHC,4,10000,341,3.064,5284,0,0% 1% 1% 100%,3.07
pidigits,Ada 2005 GNAT,2,2000,1254,0.092,0,0,0% 0% 0% 91%,0.097
pidigits,Ada 2005 GNAT,2,6000,1254,0.916,1544,0,1% 0% 2% 100%,0.919
pidigits,Ada 2005 GNAT,2,10000,1254,2.676,2068,0,1% 0% 1% 100%,2.679
pidigits,Lisp SBCL,1,2000,1073,0.108,0,0,0% 0% 0% 92%,0.112
pidigits,Lisp SBCL,1,6000,1073,0.968,4612,0,1% 1% 2% 100%,0.972
pidigits,Lisp SBCL,1,10000,1073,2.760,4876,0,0% 1% 0% 100%,2.766
pidigits,Go,4,2000,607,0.308,260,0,0% 0% 3% 100%,0.312
pidigits,Go,4,6000,607,2.688,3240,0,1% 0% 1% 100%,2.693
pidigits,Go,4,10000,607,7.440,4216,0,1% 0% 0% 100%,7.447
regex-dna,Lua,3,50000,669,0.204,276,0,0% 0% 9% 95%,0.216
regex-dna,Lua,3,500000,669,1.980,28340,0,1% 0% 1% 100%,1.986
regex-dna,Lua,3,5000000,669,19.688,224592,0,0% 0% 0% 100%,19.706
regex-dna,Go,8,50000,785,0.732,8568,0,1% 0% 1% 100%,0.738
regex-dna,Go,8,500000,785,7.212,48304,0,2% 1% 2% 100%,7.218
regex-dna,Go,8,5000000,785,72.664,1010772,0,1% 0% 0% 100%,72.7
regex-dna,C++ g++,2,50000,695,0.052,0,0,0% 0% 0% 83%,0.055
regex-dna,C++ g++,2,500000,695,0.588,6380,0,0% 5% 3% 100%,0.592
regex-dna,C++ g++,2,5000000,695,5.904,174664,0,1% 1% 1% 100%,5.915
regex-dna,Ruby JRuby,6,50000,442,4.568,79952,0,0% 0% 0% 100%,4.598
regex-dna,Ruby JRuby,6,500000,442,7.868,128048,0,0% 1% 1% 100%,7.883
regex-dna,Ruby JRuby,6,5000000,442,41.548,750692,0,0% 0% 0% 100%,41.577
regex-dna,C# Mono,2,50000,594,1.332,23856,0,0% 2% 1% 100%,1.37
regex-dna,C# Mono,2,500000,594,8.176,51040,0,1% 0% 0% 100%,8.183
regex-dna,C# Mono,2,5000000,594,76.184,276712,0,0% 0% 1% 100%,76.213
regex-dna,Python 3,5,50000,424,0.244,276,0,0% 0% 4% 96%,0.248
regex-dna,Python 3,5,500000,424,2.148,11352,0,0% 0% 1% 100%,2.151
regex-dna,Python 3,5,5000000,424,21.129,194612,0,0% 0% 0% 100%,21.143
regex-dna,Perl,2,50000,527,0.304,5228,0,0% 0% 6% 100%,0.344
regex-dna,Perl,2,500000,527,3.132,58404,0,1% 1% 0% 100%,3.232
regex-dna,Perl,2,5000000,527,30.884,140068,0,0% 0% 0% 100%,30.915
regex-dna,Java 7,7,50000,1284,0.672,17456,0,0% 1% 0% 97%,0.686
regex-dna,Java 7,7,500000,1284,2.720,26572,0,0% 0% 0% 100%,2.724
regex-dna,Java 7,7,5000000,1284,23.288,557404,0,0% 0% 0% 100%,23.301
regex-dna,OCaml,3,50000,1014,0.156,0,0,0% 0% 0% 100%,0.167
regex-dna,OCaml,3,500000,1014,1.636,283072,0,1% 0% 1% 100%,1.662
regex-dna,Smalltalk VisualWorks,1,50000,584,3.400,24596,0,0% 0% 0% 100%,3.442
regex-dna,Smalltalk VisualWorks,1,500000,584,32.094,62084,0,0% 1% 0% 100%,32.139
regex-dna,Smalltalk VisualWorks,1,5000000,584,321.340,376248,0,0% 0% 0% 100%,321.468
regex-dna,C gcc,1,50000,2579,0.056,0,0,14% 0% 0% 100%,0.058
regex-dna,C gcc,1,500000,2579,0.572,16532,0,2% 2% 3% 98%,0.576
regex-dna,C gcc,1,5000000,2579,5.760,288832,0,1% 1% 1% 100%,5.773
regex-dna,F# Mono,1,50000,639,1.868,35592,0,1% 2% 1% 100%,1.873
regex-dna,F# Mono,1,500000,639,8.524,120480,0,0% 0% 1% 100%,8.53
regex-dna,F# Mono,1,5000000,639,72.824,1006272,0,0% 1% 1% 100%,72.861
regex-dna,PHP,3,50000,459,0.268,288,0,3% 0% 4% 100%,0.29
regex-dna,PHP,3,500000,459,2.656,14688,0,0% 0% 0% 100%,2.738
regex-dna,PHP,3,5000000,459,26.500,219260,0,1% 0% 0% 100%,26.519
regex-dna,ATS,1,50000,2482,0.272,332,0,0% 4% 4% 96%,0.276
regex-dna,ATS,1,500000,2482,2.752,10504,0,0% 3% 0% 100%,2.755
regex-dna,ATS,1,5000000,2482,27.606,165256,0,0% 0% 0% 100%,27.62
regex-dna,Ruby 2.0,6,50000,442,0.328,228,0,0% 0% 3% 100%,0.341
regex-dna,Ruby 2.0,6,500000,442,2.856,15740,0,0% 0% 0% 100%,2.941
regex-dna,Ruby 2.0,6,5000000,442,27.788,142268,0,0% 0% 0% 100%,27.839
regex-dna,Ada 2005 GNAT,5,50000,3492,0.200,252,0,0% 5% 0% 91%,0.215
regex-dna,Ada 2005 GNAT,5,500000,3492,1.936,10772,0,0% 2% 2% 99%,1.951
regex-dna,Ada 2005 GNAT,5,5000000,3492,19.264,98220,0,0% 1% 1% 100%,19.286
regex-dna,Racket,1,50000,527,0.552,22832,0,0% 0% 2% 100%,0.575
regex-dna,Racket,1,500000,527,4.156,100320,0,0% 0% 1% 100%,4.231
regex-dna,Racket,1,5000000,527,40.676,598520,0,0% 0% 0% 100%,40.705
regex-dna,Clojure,3,50000,710,10.768,127868,0,0% 0% 0% 100%,10.782
regex-dna,Clojure,3,500000,710,15.824,313148,0,0% 0% 0% 100%,15.844
regex-dna,Clojure,3,5000000,710,63.032,558740,0,0% 1% 0% 100%,63.081
regex-dna,Lisp SBCL,3,50000,1948,0.480,15304,0,4% 2% 0% 100%,0.485
regex-dna,Lisp SBCL,3,500000,1948,4.504,106652,0,0% 0% 1% 100%,4.511
regex-dna,Lisp SBCL,3,5000000,1948,45.300,944736,0,0% 0% 0% 100%,45.329
regex-dna,Haskell GHC,2,50000,1518,0.300,240,0,0% 0% 3% 100%,0.313
regex-dna,Haskell GHC,2,500000,1518,2.892,39736,0,0% 0% 1% 100%,2.983
regex-dna,Haskell GHC,2,5000000,1518,28.462,266484,0,0% 0% 0% 100%,28.483
regex-dna,Scala,2,50000,668,1.368,39084,0,1% 1% 1% 100%,1.371
regex-dna,Scala,2,500000,668,4.544,150108,0,1% 0% 0% 100%,4.552
regex-dna,Scala,2,5000000,668,34.456,867664,0,1% 0% 0% 100%,34.486
regex-dna,Dart,2,50000,648,25.928,16100,0,0% 0% 0% 100%,25.959
regex-dna,Dart,2,500000,648,2635.480,95424,0,0% 0% 0% 100%,2639.321
regex-dna,Erlang HiPE,6,50000,1058,1.312,8644,0,1% 0% 1% 100%,1.331
regex-dna,Erlang HiPE,6,500000,1058,11.465,24980,0,0% 0% 0% 100%,11.499
regex-dna,Erlang HiPE,6,5000000,1058,114.183,145476,0,0% 0% 0% 100%,114.218
regex-dna,JavaScript V8,2,50000,373,0.052,0,0,13% 0% 0% 88%,0.07
regex-dna,JavaScript V8,2,500000,373,0.396,27956,0,0% 2% 0% 100%,0.431
regex-dna,JavaScript V8,2,5000000,373,3.800,468404,0,2% 0% 0% 100%,3.81
reverse-complement,Go,3,250000,543,0.028,0,0,0% 0% 0% 100%,0.033
reverse-complement,Go,3,2500000,543,0.236,260,0,0% 0% 4% 100%,0.242
reverse-complement,Go,3,25000000,543,1.864,159960,0,1% 0% 1% 100%,1.868
reverse-complement,Lisp SBCL,1,250000,896,0.064,0,0,0% 0% 27% 100%,0.108
reverse-complement,Lisp SBCL,1,2500000,896,0.556,24148,0,0% 1% 1% 100%,0.68
reverse-complement,Lisp SBCL,1,25000000,896,4.788,175468,0,0% 0% 0% 100%,4.795
reverse-complement,C++ g++,4,250000,2275,0.020,0,0,33% 0% 0% 50%,0.023
reverse-complement,C++ g++,4,2500000,2275,0.144,0,0,0% 0% 0% 100%,0.148
reverse-complement,C++ g++,4,25000000,2275,1.064,245408,0,0% 0% 2% 99%,1.071
reverse-complement,JavaScript V8,4,250000,787,0.144,252,0,2% 0% 5% 100%,0.438
reverse-complement,JavaScript V8,4,2500000,787,1.060,38484,0,1% 1% 0% 100%,1.104
reverse-complement,JavaScript V8,4,25000000,787,9.340,252288,0,0% 0% 0% 100%,9.35
reverse-complement,Pascal Free Pascal,2,250000,751,0.028,0,0,0% 0% 14% 100%,0.053
reverse-complement,Pascal Free Pascal,2,2500000,751,0.276,6716,0,0% 2% 0% 100%,0.53
reverse-complement,Pascal Free Pascal,2,25000000,751,2.164,128584,0,1% 1% 0% 100%,2.176
reverse-complement,Ada 2005 GNAT,2,250000,3220,0.024,0,0,0% 0% 0% 75%,0.037
reverse-complement,Ada 2005 GNAT,2,2500000,3220,0.212,284,0,4% 4% 5% 100%,0.226
reverse-complement,Ada 2005 GNAT,2,25000000,3220,1.620,197120,0,0% 1% 1% 99%,1.638
reverse-complement,Ruby JRuby,2,250000,255,6.292,92504,0,1% 2% 2% 100%,6.319
reverse-complement,Ruby JRuby,2,2500000,255,10.252,351096,0,0% 1% 1% 100%,10.316
reverse-complement,Ruby JRuby,2,25000000,255,24.236,930716,0,0% 0% 0% 100%,24.273
reverse-complement,Smalltalk VisualWorks,1,250000,754,0.380,25120,0,0% 5% 0% 95%,0.415
reverse-complement,Smalltalk VisualWorks,1,2500000,754,2.996,98784,0,0% 1% 1% 100%,3.024
reverse-complement,Smalltalk VisualWorks,1,25000000,754,27.386,373712,0,0% 1% 1% 100%,27.417
reverse-complement,C gcc,2,250000,741,0.016,0,0,0% 0% 33% 100%,0.02
reverse-complement,C gcc,2,2500000,741,0.120,0,0,0% 0% 8% 100%,0.124
reverse-complement,C gcc,2,25000000,741,0.824,248640,0,0% 0% 2% 100%,0.829
reverse-complement,OCaml,4,250000,2064,0.028,0,0,0% 0% 0% 100%,0.059
reverse-complement,OCaml,4,2500000,2064,0.220,13272,0,2% 0% 4% 100%,0.441
reverse-complement,OCaml,4,25000000,2064,1.656,127584,0,0% 1% 1% 100%,1.661
reverse-complement,Fortran Intel,1,250000,1013,0.016,0,0,0% 0% 0% 80%,0.049
reverse-complement,Fortran Intel,1,2500000,1013,0.156,6984,0,0% 0% 4% 100%,0.457
reverse-complement,Fortran Intel,1,25000000,1013,1.028,246464,0,0% 0% 3% 100%,1.042
reverse-complement,Racket,2,250000,1026,0.180,0,0,0% 0% 0% 100%,0.184
reverse-complement,Racket,2,2500000,1026,0.592,21156,0,2% 2% 2% 100%,0.597
reverse-complement,Racket,2,25000000,1026,4.504,174400,0,0% 0% 1% 100%,4.509
reverse-complement,PHP,2,250000,262,0.084,0,0,0% 0% 10% 100%,0.095
reverse-complement,PHP,2,2500000,262,0.852,25848,0,1% 1% 1% 100%,0.892
reverse-complement,PHP,2,25000000,262,7.864,443500,0,0% 0% 0% 100%,7.881
reverse-complement,Scala,8,250000,761,0.268,248,0,0% 0% 4% 100%,0.271
reverse-complement,Scala,8,2500000,761,0.476,40932,0,0% 2% 2% 100%,0.481
reverse-complement,Scala,8,25000000,761,2.104,505824,0,0% 0% 2% 100%,2.115
reverse-complement,Python 3,4,250000,325,0.104,0,0,0% 0% 0% 100%,0.107
reverse-complement,Python 3,4,2500000,325,0.752,37128,0,1% 1% 4% 100%,0.757
reverse-complement,Python 3,4,25000000,325,6.496,616588,0,0% 0% 0% 100%,6.509
reverse-complement,Dart,2,250000,555,0.488,32004,0,0% 0% 2% 98%,0.503
reverse-complement,Dart,2,2500000,555,3.344,160792,0,0% 0% 1% 100%,3.407
reverse-complement,Dart,2,25000000,555,31.244,1074724,0,0% 1% 1% 100%,31.293
reverse-complement,Java 7,6,250000,745,0.144,0,0,0% 0% 0% 100%,0.148
reverse-complement,Java 7,6,2500000,745,0.332,248,0,0% 0% 3% 100%,0.335
reverse-complement,Java 7,6,25000000,745,1.880,511804,0,0% 0% 1% 100%,1.886
reverse-complement,Ruby 2.0,2,250000,255,0.152,0,0,0% 0% 6% 100%,0.171
reverse-complement,Ruby 2.0,2,2500000,255,1.148,15440,0,0% 0% 3% 100%,1.195
reverse-complement,Ruby 2.0,2,25000000,255,10.340,127408,0,0% 1% 0% 100%,10.352
reverse-complement,C# Mono,1,250000,1099,0.124,0,0,0% 0% 0% 95%,0.191
reverse-complement,C# Mono,1,2500000,1099,0.424,22628,0,0% 2% 3% 100%,0.599
reverse-complement,C# Mono,1,25000000,1099,2.828,171268,0,1% 1% 1% 100%,2.834
reverse-complement,ATS,2,250000,1895,0.012,0,0,0% 0% 0% 100%,0.017
reverse-complement,ATS,2,2500000,1895,0.136,0,0,7% 7% 7% 93%,0.14
reverse-complement,ATS,2,25000000,1895,1.072,122596,0,0% 1% 0% 100%,1.076
reverse-complement,Clojure,1,250000,1044,10.300,130792,0,0% 0% 0% 100%,10.318
reverse-complement,Clojure,1,2500000,1044,11.044,136996,0,0% 0% 0% 100%,11.058
reverse-complement,Clojure,1,25000000,1044,14.356,484232,0,0% 1% 1% 100%,14.378
reverse-complement,Haskell GHC,3,250000,999,0.024,0,0,0% 0% 0% 100%,0.051
reverse-complement,Haskell GHC,3,2500000,999,0.208,8060,0,2% 0% 0% 100%,0.481
reverse-complement,Haskell GHC,3,25000000,999,1.544,125748,0,0% 1% 0% 100%,1.549
reverse-complement,Erlang HiPE,1,250000,1302,0.336,548,0,0% 3% 0% 100%,0.346
reverse-complement,Erlang HiPE,1,2500000,1302,2.272,78980,0,0% 1% 0% 100%,2.28
reverse-complement,Erlang HiPE,1,25000000,1302,21.237,563348,0,0% 0% 0% 100%,21.257
reverse-complement,Perl,3,250000,284,0.036,0,0,0% 0% 0% 89%,0.094
reverse-complement,Perl,3,2500000,284,0.360,24188,0,0% 0% 1% 100%,0.682
reverse-complement,Perl,3,25000000,284,3.020,374264,0,1% 0% 0% 100%,3.029
reverse-complement,C CINT,2,250000,727,0.792,6416,0,2% 8% 3% 100%,0.885
reverse-complement,C CINT,2,2500000,727,7.660,17544,0,1% 0% 0% 100%,7.719
reverse-complement,C CINT,2,25000000,727,77.325,127432,0,0% 0% 0% 100%,77.344
reverse-complement,Lua,1,250000,555,0.252,276,0,0% 4% 0% 100%,0.266
reverse-complement,Lua,1,2500000,555,2.408,53280,0,0% 0% 0% 100%,2.474
reverse-complement,Lua,1,25000000,555,22.489,724576,0,0% 0% 0% 100%,22.505
spectral-norm,ATS,4,500,2507,0.088,0,0,0% 0% 0% 100%,0.092
spectral-norm,ATS,4,3000,2507,3.160,608,0,1% 0% 0% 100%,3.163
spectral-norm,ATS,4,5500,2507,10.601,608,0,1% 0% 0% 100%,10.604
spectral-norm,Scala,1,500,404,0.384,248,0,3% 0% 5% 97%,0.388
spectral-norm,Scala,1,3000,404,4.944,18340,0,0% 1% 1% 100%,4.95
spectral-norm,Scala,1,5500,404,16.188,18816,0,0% 0% 0% 100%,16.198
spectral-norm,Ruby JRuby,4,500,326,8.860,575488,0,0% 0% 0% 100%,8.889
spectral-norm,Ruby JRuby,4,3000,326,97.240,586432,0,0% 0% 0% 100%,97.416
spectral-norm,Ruby JRuby,4,5500,326,316.504,593872,0,0% 0% 0% 100%,317.037
spectral-norm,Fortran Intel,2,500,513,0.064,0,0,0% 0% 0% 100%,0.068
spectral-norm,Fortran Intel,2,3000,513,2.336,780,0,0% 1% 0% 100%,2.339
spectral-norm,Fortran Intel,2,5500,513,7.848,780,0,0% 1% 1% 100%,7.851
spectral-norm,C++ g++,6,500,1044,0.068,0,0,0% 0% 0% 100%,0.07
spectral-norm,C++ g++,6,3000,1044,2.360,932,0,1% 0% 1% 100%,2.364
spectral-norm,C++ g++,6,5500,1044,7.924,936,0,0% 1% 1% 100%,7.928
spectral-norm,Dart,1,500,479,0.224,288,0,0% 0% 9% 100%,0.228
spectral-norm,Dart,1,3000,479,6.824,6592,0,0% 1% 0% 100%,6.829
spectral-norm,Dart,1,5500,479,22.844,6684,0,0% 1% 0% 100%,22.853
spectral-norm,C gcc,5,500,569,0.072,0,0,0% 0% 0% 100%,0.075
spectral-norm,C gcc,5,3000,569,2.336,648,0,1% 0% 1% 100%,2.34
spectral-norm,C gcc,5,5500,569,7.844,652,0,0% 0% 1% 100%,7.851
spectral-norm,Haskell GHC,4,500,984,0.136,0,0,0% 0% 0% 93%,0.139
spectral-norm,Haskell GHC,4,3000,984,4.676,1056,0,0% 2% 0% 100%,4.681
spectral-norm,Haskell GHC,4,5500,984,15.717,1056,0,0% 0% 0% 100%,15.724
spectral-norm,Ruby 2.0,4,500,326,4.876,4736,0,0% 0% 0% 100%,4.895
spectral-norm,Ruby 2.0,4,3000,326,215.936,4748,0,0% 0% 0% 100%,216.029
spectral-norm,Ruby 2.0,4,5500,326,678.568,5388,0,0% 0% 0% 100%,678.86
spectral-norm,C CINT,1,500,394,13.049,5380,0,2% 1% 2% 100%,13.067
spectral-norm,C CINT,1,3000,394,461.697,5912,0,0% 1% 0% 100%,461.781
spectral-norm,C CINT,1,5500,394,1413.764,6180,0,0% 0% 0% 100%,1414.009
spectral-norm,Clojure,6,500,808,12.564,62872,0,0% 0% 0% 100%,12.584
spectral-norm,Clojure,6,3000,808,24.120,59964,0,0% 0% 0% 100%,24.138
spectral-norm,Clojure,6,5500,808,51.228,70960,0,0% 0% 0% 100%,51.259
spectral-norm,Java 7,2,500,950,0.276,248,0,0% 3% 4% 100%,0.279
spectral-norm,Java 7,2,3000,950,4.944,15192,0,0% 0% 1% 100%,4.948
spectral-norm,Java 7,2,5500,950,16.224,15188,0,0% 0% 1% 100%,16.233
spectral-norm,Python 3,6,500,328,8.417,4592,0,1% 0% 0% 100%,8.421
spectral-norm,Python 3,6,3000,328,298.275,4928,0,0% 0% 0% 100%,298.35
spectral-norm,Python 3,6,5500,328,1018.196,5208,0,0% 0% 0% 100%,1018.44
spectral-norm,Ada 2005 GNAT,4,500,2762,0.080,0,0,0% 0% 10% 89%,0.094
spectral-norm,Ada 2005 GNAT,4,3000,2762,2.740,1636,0,0% 0% 1% 100%,2.756
spectral-norm,Ada 2005 GNAT,4,5500,2762,9.248,1904,0,1% 0% 1% 100%,9.264
spectral-norm,Smalltalk VisualWorks,2,500,438,0.828,22220,0,0% 3% 1% 97%,0.865
spectral-norm,Smalltalk VisualWorks,2,3000,438,27.546,24592,0,0% 0% 0% 100%,27.558
spectral-norm,Smalltalk VisualWorks,2,5500,438,95.342,27236,0,0% 0% 0% 100%,95.399
spectral-norm,Pascal Free Pascal,1,500,423,0.128,0,0,0% 0% 7% 100%,0.133
spectral-norm,Pascal Free Pascal,1,3000,423,4.692,8,0,1% 0% 0% 100%,4.695
spectral-norm,Pascal Free Pascal,1,5500,423,15.761,8,0,0% 1% 0% 100%,15.767
spectral-norm,Go,1,500,411,0.136,0,0,0% 0% 0% 100%,0.141
spectral-norm,Go,1,3000,411,4.688,1248,0,0% 0% 2% 100%,4.694
spectral-norm,Go,1,5500,411,15.748,1744,0,1% 0% 0% 100%,15.754
spectral-norm,Perl,1,500,333,1.772,1732,0,1% 0% 1% 100%,1.777
spectral-norm,Perl,1,3000,333,62.840,2892,0,0% 0% 0% 100%,62.87
spectral-norm,Perl,1,5500,333,216.216,3640,0,0% 0% 0% 100%,216.31
spectral-norm,OCaml,2,500,377,0.156,0,0,6% 0% 0% 94%,0.159
spectral-norm,OCaml,2,3000,377,5.612,1128,0,0% 1% 0% 100%,5.617
spectral-norm,OCaml,2,5500,377,18.848,1660,0,0% 0% 0% 100%,18.856
spectral-norm,F# Mono,2,500,852,0.588,17436,0,2% 2% 1% 31%,1.984
spectral-norm,F# Mono,2,3000,852,9.076,17516,0,0% 1% 1% 88%,10.31
spectral-norm,F# Mono,2,5500,852,29.712,17576,0,0% 1% 1% 97%,30.558
spectral-norm,Racket,3,500,627,0.324,280,0,0% 0% 3% 100%,0.335
spectral-norm,Racket,3,3000,627,6.928,17352,0,0% 1% 1% 100%,6.933
spectral-norm,Racket,3,5500,627,22.880,18576,0,0% 0% 0% 100%,22.89
spectral-norm,Lisp SBCL,2,500,906,0.160,0,0,0% 0% 0% 100%,0.164
spectral-norm,Lisp SBCL,2,3000,906,4.700,4444,0,0% 0% 0% 100%,4.706
spectral-norm,Lisp SBCL,2,5500,906,15.716,4628,0,0% 0% 0% 100%,15.725
spectral-norm,C# Mono,2,500,1063,0.348,272,0,0% 3% 6% 100%,0.35
spectral-norm,C# Mono,2,3000,1063,8.832,14628,0,0% 1% 1% 100%,8.836
spectral-norm,C# Mono,2,5500,1063,29.448,14628,0,0% 1% 1% 100%,29.458
spectral-norm,Erlang HiPE,2,500,747,0.512,7628,0,2% 0% 4% 100%,0.521
spectral-norm,Erlang HiPE,2,3000,747,13.637,8940,0,0% 0% 0% 100%,13.646
spectral-norm,Erlang HiPE,2,5500,747,45.115,10164,0,0% 0% 0% 100%,45.133
spectral-norm,JavaScript V8,3,500,373,0.204,284,0,5% 0% 5% 95%,0.216
spectral-norm,JavaScript V8,3,3000,373,6.648,7368,0,0% 1% 0% 100%,6.652
spectral-norm,JavaScript V8,3,5500,373,22.280,7636,0,0% 0% 1% 100%,22.291
spectral-norm,PHP,2,500,397,3.444,2832,0,0% 1% 1% 100%,3.449
spectral-norm,PHP,2,3000,397,124.688,3624,0,0% 0% 0% 100%,124.738
spectral-norm,PHP,2,5500,397,425.084,4848,0,0% 0% 0% 100%,425.246
spectral-norm,Lua,1,500,329,1.996,824,0,0% 0% 1% 100%,2.001
spectral-norm,Lua,1,3000,329,72.641,824,0,0% 0% 0% 100%,72.657
spectral-norm,Lua,1,5500,329,243.583,940,0,0% 0% 0% 100%,243.637
thread-ring,C gcc,4,500000,761,1.236,2436,0,1% 1% 0% 99%,1.242
thread-ring,C gcc,4,5000000,761,12.116,2436,0,3% 1% 1% 100%,12.127
thread-ring,C gcc,4,50000000,761,125.656,2436,0,0% 0% 0% 100%,125.716
thread-ring,Java 7,3,500000,530,2.784,27124,0,0% 0% 1% 100%,2.793
thread-ring,Java 7,3,5000000,530,24.780,27408,0,1% 1% 1% 100%,24.805
thread-ring,Java 7,3,50000000,530,236.180,286188,0,0% 0% 0% 100%,236.342
thread-ring,Go,5,500000,405,0.152,0,0,0% 0% 0% 100%,0.157
thread-ring,Go,5,5000000,405,1.440,2852,0,0% 0% 1% 100%,1.446
thread-ring,Go,5,50000000,405,14.172,2852,0,1% 0% 0% 100%,14.181
